"PRODUCT_ID","BASKET_ID","DEPARTMENT","COMMODITY_DESC"
40694,41973507751,"GROCERY","SOUP"
40868,35003632459,"GROCERY","DRY BN/VEG/POTATO/RICE"
41044,35846342418,"GROCERY","FLUID MILK PRODUCTS"
41332,29814087567,"GROCERY","REFRGRATD JUICES/DRNKS"
41410,33299707627,"GROCERY","REFRGRATD JUICES/DRNKS"
41743,27288377026,"GROCERY","REFRGRATD JUICES/DRNKS"
41940,35003630682,"GROCERY","MOLASSES/SYRUP/PANCAKE MIXS"
42197,28071976389,"GROCERY","MILK BY-PRODUCTS"
42388,42142311779,"GROCERY","DRY SAUCES/GRAVY"
42388,30912300033,"GROCERY","DRY SAUCES/GRAVY"
42687,40499462973,"GROCERY","FROZEN PIZZA"
43020,40414667703,"GROCERY","FLUID MILK PRODUCTS"
43020,35003630682,"GROCERY","FLUID MILK PRODUCTS"
43020,30945992558,"GROCERY","FLUID MILK PRODUCTS"
43020,40177228126,"GROCERY","FLUID MILK PRODUCTS"
43611,40414667703,"GROCERY","CHEESE"
43995,33463597079,"GROCERY","SOFT DRINKS"
43995,33299707627,"GROCERY","SOFT DRINKS"
44039,40414667703,"GROCERY","SPICES & EXTRACTS"
44161,29531116865,"MEAT-PCKGD","FROZEN MEAT"
44599,29186005963,"GROCERY","FRUIT - SHELF STABLE"
44599,29814087567,"GROCERY","FRUIT - SHELF STABLE"
45372,30590802826,"GROCERY","CHEESE"
45465,35160422961,"GROCERY","SOFT DRINKS"
45465,33299707627,"GROCERY","SOFT DRINKS"
45507,41655820646,"GROCERY","EGGS"
45507,29144608214,"GROCERY","EGGS"
45507,28143956007,"GROCERY","EGGS"
45507,29302837658,"GROCERY","EGGS"
45518,32733327440,"GROCERY","DRY SAUCES/GRAVY"
45607,29814087567,"GROCERY","FRUIT - SHELF STABLE"
45661,31204545817,"GROCERY","PASTA SAUCE"
45661,29302837658,"GROCERY","PASTA SAUCE"
45661,29513422261,"GROCERY","PASTA SAUCE"
45720,41973507751,"GROCERY","SOUP"
45878,32718722056,"GROCERY","SOFT DRINKS"
46041,35160422961,"GROCERY","REFRGRATD JUICES/DRNKS"
46058,28071976389,"GROCERY","FRZN NOVELTIES/WTR ICE"
46154,32209327507,"GROCERY","CHEESE"
46352,28143956007,"GROCERY","SOFT DRINKS"
46352,27404676049,"GROCERY","SOFT DRINKS"
46370,27288377026,"GROCERY","CHEESE"
46392,29531116865,"GROCERY","BAKED SWEET GOODS"
47805,35846342418,"GROCERY","VEGETABLES - SHELF STABLE"
47996,31806687698,"GROCERY","ICE CREAM/MILK/SHERBTS"
48023,35003630682,"GROCERY","EGGS"
48065,27288377026,"GROCERY","BAKED BREAD/BUNS/ROLLS"
49165,31634832799,"GROCERY","LIQUOR"
49278,29513422261,"GROCERY","VEGETABLES - SHELF STABLE"
49278,35846342418,"GROCERY","VEGETABLES - SHELF STABLE"
49278,27471976071,"GROCERY","VEGETABLES - SHELF STABLE"
49927,31204545817,"GROCERY","VEGETABLES - SHELF STABLE"
49927,31544502476,"GROCERY","VEGETABLES - SHELF STABLE"
49927,30912300033,"GROCERY","VEGETABLES - SHELF STABLE"
50032,32826516981,"GROCERY","VEGETABLES - SHELF STABLE"
50032,32209327507,"GROCERY","VEGETABLES - SHELF STABLE"
50032,35846342418,"GROCERY","VEGETABLES - SHELF STABLE"
50032,27471976071,"GROCERY","VEGETABLES - SHELF STABLE"
50032,40568378159,"GROCERY","VEGETABLES - SHELF STABLE"
50032,40499462973,"GROCERY","VEGETABLES - SHELF STABLE"
50032,31544502476,"GROCERY","VEGETABLES - SHELF STABLE"
50455,28349822785,"GROCERY","BAKED BREAD/BUNS/ROLLS"
50455,27496106798,"GROCERY","BAKED BREAD/BUNS/ROLLS"
50455,31427002805,"GROCERY","BAKED BREAD/BUNS/ROLLS"
50455,29186005963,"GROCERY","BAKED BREAD/BUNS/ROLLS"
51091,31806687698,"GROCERY","DRY BN/VEG/POTATO/RICE"
51129,35003632459,"GROCERY","DRY NOODLES/PASTA"
51202,30945992558,"GROCERY","COLD CEREAL"
51202,31427002805,"GROCERY","COLD CEREAL"
51766,28143956007,"GROCERY","BAKING NEEDS"
52240,29814087567,"GROCERY","FRUIT - SHELF STABLE"
52240,30912300033,"GROCERY","FRUIT - SHELF STABLE"
52240,29186005963,"GROCERY","FRUIT - SHELF STABLE"
52240,32209327507,"GROCERY","FRUIT - SHELF STABLE"
52240,30945992558,"GROCERY","FRUIT - SHELF STABLE"
52567,31204545817,"GROCERY","PAPER HOUSEWARES"
52633,40317578098,"GROCERY","PAPER HOUSEWARES"
52641,32826516981,"GROCERY","CHEESE"
54243,30590802826,"DRUG GM","COLD AND FLU"
54411,33682991526,"GROCERY","VEGETABLES - SHELF STABLE"
54411,31544502476,"GROCERY","VEGETABLES - SHELF STABLE"
54411,29513422261,"GROCERY","VEGETABLES - SHELF STABLE"
55201,29531116865,"GROCERY","BEERS/ALES"
55319,40414667703,"GROCERY","SPICES & EXTRACTS"
57313,29186005963,"GROCERY","SOFT DRINKS"
57313,30912300033,"GROCERY","SOFT DRINKS"
57390,27471976071,"GROCERY","SOFT DRINKS"
57390,35160422961,"GROCERY","SOFT DRINKS"
57390,28349822785,"GROCERY","SOFT DRINKS"
57390,28680515735,"GROCERY","SOFT DRINKS"
57390,40499462973,"GROCERY","SOFT DRINKS"
57390,40568378159,"GROCERY","SOFT DRINKS"
57462,33170877635,"PRODUCE","CORN"
57570,31204545817,"GROCERY","VEGETABLES - SHELF STABLE"
57792,32733326941,"DRUG GM","CHARCOAL AND LIGHTER FLUID"
57792,29776315965,"DRUG GM","CHARCOAL AND LIGHTER FLUID"
58561,28071976389,"GROCERY","HISPANIC"
58612,41655820646,"GROCERY","FRZN MEAT/MEAT DINNERS"
58868,31427002805,"GROCERY","PNT BTR/JELLY/JAMS"
60152,32481476487,"GROCERY","MARGARINES"
60152,31427002805,"GROCERY","MARGARINES"
60924,31204545817,"GROCERY","MISC. DAIRY"
61748,29302837658,"GROCERY","HISPANIC"
62750,29144608214,"GROCERY","PAPER HOUSEWARES"
62750,29872791599,"GROCERY","PAPER HOUSEWARES"
63040,42012308423,"GROCERY","REFRGRATD JUICES/DRNKS"
63480,30541077983,"GROCERY","COLD CEREAL"
64410,40439012272,"GROCERY","DRY NOODLES/PASTA"
64842,31911155580,"GROCERY","VEGETABLES - SHELF STABLE"
64842,33682991526,"GROCERY","VEGETABLES - SHELF STABLE"
65291,29186005963,"GROCERY","FRUIT - SHELF STABLE"
66367,32496221577,"GROCERY","BAKING NEEDS"
66392,31911155580,"GROCERY","SOFT DRINKS"
66518,35704195127,"GROCERY","SOFT DRINKS"
66638,31634832799,"GROCERY","BEERS/ALES"
66668,35846342418,"GROCERY","SOFT DRINKS"
66668,35704195127,"GROCERY","SOFT DRINKS"
66668,35488996868,"GROCERY","SOFT DRINKS"
67860,27652047013,"GROCERY","REFRGRATD DOUGH PRODUCTS"
69982,30912300033,"GROCERY","CHEESE"
69982,29513422261,"GROCERY","CHEESE"
69982,31911155580,"GROCERY","CHEESE"
70153,30912300033,"GROCERY","VEGETABLES - SHELF STABLE"
70302,35704195124,"GROCERY","SOFT DRINKS"
71805,27771857605,"GROCERY","SOFT DRINKS"
72013,30754188706,"GROCERY","FRUIT - SHELF STABLE"
72290,42012308423,"GROCERY","PASTA SAUCE"
72374,29531116865,"GROCERY","SOFT DRINKS"
72374,30945992558,"GROCERY","SOFT DRINKS"
72374,29144608214,"GROCERY","SOFT DRINKS"
72570,35003630682,"GROCERY","MOLASSES/SYRUP/PANCAKE MIXS"
73207,27471976071,"GROCERY","DRY SAUCES/GRAVY"
73207,32826516981,"GROCERY","DRY SAUCES/GRAVY"
73207,31911155580,"GROCERY","DRY SAUCES/GRAVY"
73207,33682991526,"GROCERY","DRY SAUCES/GRAVY"
73207,40499462973,"GROCERY","DRY SAUCES/GRAVY"
73207,40568378159,"GROCERY","DRY SAUCES/GRAVY"
73207,29513422261,"GROCERY","DRY SAUCES/GRAVY"
73207,31544502476,"GROCERY","DRY SAUCES/GRAVY"
73207,32209327507,"GROCERY","DRY SAUCES/GRAVY"
73207,40317578098,"GROCERY","DRY SAUCES/GRAVY"
73207,31204545817,"GROCERY","DRY SAUCES/GRAVY"
73207,35846342418,"GROCERY","DRY SAUCES/GRAVY"
73207,33463597079,"GROCERY","DRY SAUCES/GRAVY"
73207,32416696970,"GROCERY","DRY SAUCES/GRAVY"
74230,29513422261,"GROCERY","VEGETABLES - SHELF STABLE"
75497,30541880783,"DRUG GM","DEODORANTS"
75618,42065993503,"GROCERY","FRZN VEGETABLE/VEG DSH"
76246,33682991526,"GROCERY","VEGETABLES - SHELF STABLE"
76246,32826516981,"GROCERY","VEGETABLES - SHELF STABLE"
78767,35003632459,"MEAT-PCKGD","FROZEN MEAT"
78767,41655820646,"MEAT-PCKGD","FROZEN MEAT"
79289,31363375004,"GROCERY","CHEESE"
79442,35003632459,"GROCERY","MEAT - SHELF STABLE"
79736,32718722056,"DRUG GM","CANDY - PACKAGED"
80472,40439012272,"GROCERY","PASTA SAUCE"
80621,35846342418,"GROCERY","REFRGRATD DOUGH PRODUCTS"
80670,30590802826,"GROCERY","SOUP"
80670,41881398493,"GROCERY","SOUP"
81184,32733327440,"PRODUCE","MUSHROOMS"
81184,32733326941,"PRODUCE","MUSHROOMS"
81724,31911155580,"GROCERY","VEGETABLES - SHELF STABLE"
83237,40177228126,"GROCERY","SALD DRSNG/SNDWCH SPRD"
83237,42065993503,"GROCERY","SALD DRSNG/SNDWCH SPRD"
83822,29144608214,"GROCERY","BAKING NEEDS"
84572,40439012272,"GROCERY","MARGARINES"
84794,31806687698,"GROCERY","MEAT - SHELF STABLE"
85737,31363375004,"GROCERY","FROZEN PIZZA"
85989,35003632459,"GROCERY","MEAT - SHELF STABLE"
86316,35003632459,"GROCERY","MEAT - SHELF STABLE"
86652,31363375004,"GROCERY","BAG SNACKS"
86652,28680515735,"GROCERY","BAG SNACKS"
86690,40439012272,"GROCERY","CANNED JUICES"
87200,40499462973,"GROCERY","FRUIT - SHELF STABLE"
87243,35488996868,"GROCERY","SALD DRSNG/SNDWCH SPRD"
88163,40499462973,"GROCERY","ICE CREAM/MILK/SHERBTS"
88192,35003632459,"GROCERY","MEAT - SHELF STABLE"
89509,29186005963,"GROCERY","CHEESE"
89865,29531116865,"GROCERY","CONDIMENTS/SAUCES"
90607,41655820646,"GROCERY","BLEACH"
90882,31544502476,"GROCERY","FRZN MEAT/MEAT DINNERS"
90887,41655820646,"MEAT-PCKGD","LUNCHMEAT"
90909,35003632459,"GROCERY","SOUP"
91225,40499462973,"GROCERY","DRY BN/VEG/POTATO/RICE"
91614,28143956007,"DRUG GM","SPRING/SUMMER SEASONAL"
91631,40414667703,"GROCERY","COOKIES/CONES"
92497,35003632459,"GROCERY","MEAT - SHELF STABLE"
93003,31753308790,"GROCERY","BEERS/ALES"
93003,31634832799,"GROCERY","BEERS/ALES"
93402,35003632459,"GROCERY","MEAT - SHELF STABLE"
93402,31806687698,"GROCERY","MEAT - SHELF STABLE"
93662,41881398493,"GROCERY","SOUP"
94548,27771857605,"GROCERY","FRZN BREAKFAST FOODS"
94977,35003630682,"MEAT-PCKGD","LUNCHMEAT"
95919,32718722056,"GROCERY","SOFT DRINKS"
96779,30945992558,"GROCERY","COOKIES/CONES"
96821,40177228126,"DRUG GM","MAGAZINE"
97960,35003630682,"GROCERY","MARGARINES"
100512,30541077983,"GROCERY","FLUID MILK PRODUCTS"
100896,32496221577,"GROCERY","BAKED BREAD/BUNS/ROLLS"
101414,32718722056,"GROCERY","BEERS/ALES"
101922,40499462973,"GROCERY","CHEESE"
101922,28071976389,"GROCERY","CHEESE"
103705,32718722056,"PRODUCE","POPCORN"
106561,29302837658,"GROCERY","DRY NOODLES/PASTA"
106945,41655820646,"GROCERY","FRZN MEAT/MEAT DINNERS"
107070,35846342418,"GROCERY","SOFT DRINKS"
107467,32496221577,"GROCERY","BAKING NEEDS"
107837,35704195124,"GROCERY","BAKED SWEET GOODS"
108058,29513422261,"GROCERY","SOFT DRINKS"
108404,30754188706,"GROCERY","FRUIT - SHELF STABLE"
108404,41881398493,"GROCERY","FRUIT - SHELF STABLE"
111894,27288377026,"MEAT-PCKGD","HEAT/SERVE"
112154,40499462973,"GROCERY","COOKIES/CONES"
112553,40499462973,"GROCERY","BAKED SWEET GOODS"
112553,42142311779,"GROCERY","BAKED SWEET GOODS"
116551,27771857605,"GROCERY","FLUID MILK PRODUCTS"
116901,30178790946,"GROCERY","SOFT DRINKS"
118681,30590802826,"MEAT-PCKGD","LUNCHMEAT"
121018,29186005963,"PRODUCE","CORN"
121195,31634832799,"GROCERY","REFRGRATD JUICES/DRNKS"
121503,28071976389,"GROCERY","HISPANIC"
121760,29513422261,"GROCERY","DINNER MXS:DRY"
121760,28143956007,"GROCERY","DINNER MXS:DRY"
121760,31204545817,"GROCERY","DINNER MXS:DRY"
123037,27471976071,"DRUG GM","CANDY - CHECKLANE"
123260,40052888019,"GROCERY","MEAT - SHELF STABLE"
123984,35003632459,"GROCERY","SOUP"
124888,35003630682,"DRUG GM","CANDY - CHECKLANE"
126096,31427002805,"GROCERY","REFRGRATD JUICES/DRNKS"
126096,33463597079,"GROCERY","REFRGRATD JUICES/DRNKS"
126096,40138197783,"GROCERY","REFRGRATD JUICES/DRNKS"
126749,32416696970,"GROCERY","WATER - CARBONATED/FLVRD DRINK"
129005,35003630682,"MEAT-PCKGD","BACON"
129005,35488996868,"MEAT-PCKGD","BACON"
129039,41355173952,"GROCERY","SUGARS/SWEETNERS"
130507,35003630682,"GROCERY","SHORTENING/OIL"
130533,42065993503,"MEAT-PCKGD","HEAT/SERVE"
132074,31427002805,"GROCERY","MEAT - SHELF STABLE"
133533,27771857605,"GROCERY","FROZEN PIZZA"
134159,30541880783,"DRUG GM","ANALGESICS"
136182,27771857605,"MEAT-PCKGD","LUNCHMEAT"
137674,29513422261,"GROCERY","ICE CREAM/MILK/SHERBTS"
137674,30945992558,"GROCERY","ICE CREAM/MILK/SHERBTS"
137674,30541077983,"GROCERY","ICE CREAM/MILK/SHERBTS"
142450,29531116865,"DELI","DELI MEATS"
145736,40414667703,"MEAT","SMOKED MEATS"
155735,40463326886,"DRUG GM","CANDY - CHECKLANE"
159721,29513422261,"GROCERY","CHEESE"
164764,40052888019,"PASTRY","SWEET GOODS & SNACKS"
164764,33170877635,"PASTRY","SWEET GOODS & SNACKS"
164764,33299707627,"PASTRY","SWEET GOODS & SNACKS"
165885,31363375004,"GROCERY","REFRGRATD DOUGH PRODUCTS"
165885,29814087567,"GROCERY","REFRGRATD DOUGH PRODUCTS"
165885,29513422261,"GROCERY","REFRGRATD DOUGH PRODUCTS"
168266,29302837658,"GROCERY","HOT CEREAL"
177274,27771857605,"GROCERY","FRZN MEAT/MEAT DINNERS"
177679,27771857605,"GROCERY","FRZN MEAT/MEAT DINNERS"
188978,41655820646,"PRODUCE","BERRIES"
190064,27471976071,"MEAT","BEEF"
192540,27771857605,"GROCERY","FRZN MEAT/MEAT DINNERS"
192567,40177228126,"PRODUCE","POTATOES"
199881,31806687698,"GROCERY","FRZN MEAT/MEAT DINNERS"
199881,27771857605,"GROCERY","FRZN MEAT/MEAT DINNERS"
201704,41655820646,"PRODUCE","TROPICAL FRUIT"
204662,27771857605,"GROCERY","FRZN MEAT/MEAT DINNERS"
207534,27771857605,"GROCERY","FRZN MEAT/MEAT DINNERS"
208463,32733326941,"MEAT","PORK"
208720,27771857605,"GROCERY","FRZN MEAT/MEAT DINNERS"
209999,28071976389,"MEAT","BEEF"
210350,27771857605,"GROCERY","FRZN MEAT/MEAT DINNERS"
216901,27771857605,"GROCERY","FRZN MEAT/MEAT DINNERS"
217731,27771857605,"GROCERY","FRZN MEAT/MEAT DINNERS"
221474,29776317638,"GROCERY","BEERS/ALES"
225225,31544502476,"DRUG GM","CANDY - PACKAGED"
230051,41655820646,"MEAT-PCKGD","LUNCHMEAT"
230509,32718722056,"DRUG GM","CIGARETTES"
234687,27771857605,"GROCERY","BAKED SWEET GOODS"
244960,31204545817,"GROCERY","SOFT DRINKS"
244960,29872791599,"GROCERY","SOFT DRINKS"
247515,30945992558,"GROCERY","CONVENIENT BRKFST/WHLSM SNACKS"
247734,27496106798,"DELI","DELI MEATS"
249766,28143956007,"GROCERY","SHORTENING/OIL"
250043,31363375004,"GROCERY","BAG SNACKS"
250043,31544502476,"GROCERY","BAG SNACKS"
252785,27771857605,"GROCERY","CONVENIENT BRKFST/WHLSM SNACKS"
253391,41881398493,"GROCERY","CANNED JUICES"
254820,27771857605,"GROCERY","CONVENIENT BRKFST/WHLSM SNACKS"
255521,29872791599,"GROCERY","SOFT DRINKS"
257593,32718722056,"DRUG GM","CIGARETTES"
260371,30754188706,"GROCERY","SOFT DRINKS"
267471,31204545817,"GROCERY","VEGETABLES - SHELF STABLE"
269894,42065993503,"MEAT","CHICKEN"
269894,40177228126,"MEAT","CHICKEN"
276370,40414667703,"PRODUCE","POTATOES"
277125,35003630682,"GROCERY","SHORTENING/OIL"
279994,35846342418,"SALAD BAR","SALAD BAR"
279994,35488996868,"SALAD BAR","SALAD BAR"
279994,40568378159,"SALAD BAR","SALAD BAR"
279994,40771486937,"SALAD BAR","SALAD BAR"
279994,32826516981,"SALAD BAR","SALAD BAR"
281136,32496221577,"DELI","DELI MEATS"
284161,31363375004,"GROCERY","AIR CARE"
301126,29302837658,"GROCERY","COUPON/MISC ITEMS"
312652,35003630682,"ELECT &PLUMBING","COUPON"
315014,41881398493,"GROCERY","SOFT DRINKS"
321216,30590802826,"GROCERY","SOFT DRINKS"
326597,27288377026,"GROCERY","SOFT DRINKS"
326597,28680515735,"GROCERY","SOFT DRINKS"
326597,32826516981,"GROCERY","SOFT DRINKS"
326597,30590802826,"GROCERY","SOFT DRINKS"
326597,27652047013,"GROCERY","SOFT DRINKS"
326597,29302837658,"GROCERY","SOFT DRINKS"
329764,28071976389,"GROCERY","REFRGRATD JUICES/DRNKS"
329764,32416696970,"GROCERY","REFRGRATD JUICES/DRNKS"
330921,32718722056,"GROCERY","SOFT DRINKS"
334648,27652047013,"GROCERY","REFRGRATD JUICES/DRNKS"
334648,29513422261,"GROCERY","REFRGRATD JUICES/DRNKS"
338451,30590802826,"GROCERY","SOUP"
339470,35160422961,"GROCERY","BAKED BREAD/BUNS/ROLLS"
339470,33170877635,"GROCERY","BAKED BREAD/BUNS/ROLLS"
342096,29186005963,"GROCERY","REFRGRATD JUICES/DRNKS"
342096,40414667703,"GROCERY","REFRGRATD JUICES/DRNKS"
343253,28071976389,"DRUG GM","COUPON/MISC ITEMS"
348386,29144608214,"MEAT","CHICKEN"
354984,30178790946,"PASTRY","CAKES"
357169,27288377026,"MEAT-PCKGD","LUNCHMEAT"
357169,30590802826,"MEAT-PCKGD","LUNCHMEAT"
357169,27496106798,"MEAT-PCKGD","LUNCHMEAT"
359096,35488996868,"DELI","CHEESES"
359096,31427002805,"DELI","CHEESES"
359096,32496221577,"DELI","CHEESES"
359526,27496106798,"GROCERY","CHEESE"
359698,30754188706,"PASTRY","CAKES"
359707,33170877635,"GROCERY","CHEESE"
366441,28349822785,"DELI","DELI MEATS"
366758,28143956007,"MEAT","PORK"
370342,32718722056,"GROCERY","PET CARE SUPPLIES"
373795,27288377026,"DELI","DELI MEATS"
373990,30754188706,"GROCERY","COOKIES/CONES"
384912,40439012272,"MEAT","CHICKEN"
385240,30541077983,"GROCERY","CONVENIENT BRKFST/WHLSM SNACKS"
385240,31806687698,"GROCERY","CONVENIENT BRKFST/WHLSM SNACKS"
389118,29186005963,"DELI","DELI MEATS"
395234,32209327507,"GROCERY","CANNED JUICES"
398060,35003630682,"DRUG GM","MAGAZINE"
404022,29776315965,"MEAT-PCKGD","MEAT - MISC"
404022,32055927313,"MEAT-PCKGD","MEAT - MISC"
404431,32209327507,"GROCERY","WATER - CARBONATED/FLVRD DRINK"
407430,30590802826,"GROCERY","DINNER MXS:DRY"
407547,29531116865,"MEAT-PCKGD","FROZEN MEAT"
408450,27496106798,"DELI","DELI MEATS"
408450,31427002805,"DELI","DELI MEATS"
410713,29814087567,"MEAT","SMOKED MEATS"
410713,29872791599,"MEAT","SMOKED MEATS"
412338,32055927313,"GROCERY","BAG SNACKS"
412400,29302837658,"MEAT","CHICKEN"
413025,28071976389,"DELI","PREPARED FOOD"
413715,32718722056,"GROCERY","BAKED SWEET GOODS"
414464,29186005963,"DELI","DELI MEATS"
421719,28071976389,"PASTRY","SWEET GOODS & SNACKS"
429541,30590802826,"DRUG GM","COLD AND FLU"
429813,40463326886,"GROCERY","WAREHOUSE SNACKS"
431608,29814087567,"MEAT","PORK"
431608,28143956007,"MEAT","PORK"
432389,40414667703,"GROCERY","BAG SNACKS"
5721970,41655820646,"GROCERY","REFRGRATD JUICES/DRNKS"
5722204,29186005963,"MEAT-PCKGD","LUNCHMEAT"
6446794,27652047013,"GROCERY","ICE CREAM/MILK/SHERBTS"
6472220,28349822785,"GROCERY","FROZEN PIE/DESSERTS"
6472672,30178790946,"GROCERY","CHEESE"
6472672,33682991526,"GROCERY","CHEESE"
6472672,31204545817,"GROCERY","CHEESE"
6472672,40414667703,"GROCERY","CHEESE"
6517506,32055927313,"MEAT-PCKGD","BACON"
6537231,32733326941,"DRUG GM","FEMININE HYGIENE"
6569871,27771857605,"GROCERY","FROZEN PIZZA"
6569871,29186005963,"GROCERY","FROZEN PIZZA"
6569886,27771857605,"GROCERY","FROZEN PIZZA"
6570496,27771857605,"GROCERY","FROZEN PIZZA"
6570756,27771857605,"GROCERY","FROZEN PIZZA"
6607986,31363375004,"GROCERY","COOKIES/CONES"
6607986,29872791599,"GROCERY","COOKIES/CONES"
6607986,30541077983,"GROCERY","COOKIES/CONES"
6608489,35488996868,"GROCERY","BAKED BREAD/BUNS/ROLLS"
6754452,27771857614,"DRUG GM","SHAVING CARE PRODUCTS"
6876743,41655820646,"DRUG GM","BROOMS AND MOPS"
6983017,30945992558,"GROCERY","COLD CEREAL"
7189392,35003632459,"GROCERY","SOUP"
7189922,27288377026,"GROCERY","BAG SNACKS"
7190161,31363375004,"GROCERY","ICE CREAM/MILK/SHERBTS"
8025867,35704195124,"DRUG GM","COLD AND FLU"
8026545,29814087567,"GROCERY","HISPANIC"
9400535,29776317638,"GROCERY","BAG SNACKS"
9400799,27771857605,"GROCERY","BAG SNACKS"
9400840,27771857605,"GROCERY","BAG SNACKS"
9493274,31427002805,"PASTRY","SWEET GOODS & SNACKS"
9493274,30945992558,"PASTRY","SWEET GOODS & SNACKS"
9493274,30912300033,"PASTRY","SWEET GOODS & SNACKS"
9494383,27771857605,"GROCERY","FROZEN PIZZA"
9529874,40138197783,"DRUG GM","ANALGESICS"
9530255,42012308423,"COSMETICS","MAKEUP AND TREATMENT"
9531136,40499462973,"GROCERY","ICE CREAM/MILK/SHERBTS"
9531287,27867995651,"DRUG GM","SUNTAN"
9682312,28349822785,"GROCERY","FROZEN PIZZA"
9807181,35846342418,"MEAT","BEEF"
9807181,31204545817,"MEAT","BEEF"
9807181,31544502476,"MEAT","BEEF"
9807181,29302837658,"MEAT","BEEF"
9807181,29513422261,"MEAT","BEEF"
9807181,32209327507,"MEAT","BEEF"
9807181,31911155580,"MEAT","BEEF"
9807181,35160422961,"MEAT","BEEF"
9807328,28071976389,"GROCERY","FRZN NOVELTIES/WTR ICE"
9807328,27652047013,"GROCERY","FRZN NOVELTIES/WTR ICE"
9808529,28071976389,"GROCERY","REFRGRATD DOUGH PRODUCTS"
9878870,42012308423,"DRUG GM","ORAL HYGIENE PRODUCTS"
10124702,29531116865,"GROCERY","BAG SNACKS"
10124702,29776317638,"GROCERY","BAG SNACKS"
10124702,28680515735,"GROCERY","BAG SNACKS"
10155676,41655820646,"DRUG GM","STATIONERY & SCHOOL SUPPLIES"
10184732,41973507751,"GROCERY","DRY SAUCES/GRAVY"
